ID,id_student,code_module,code_presentation,url,forumng,homepage,oucontent,subpage,resource,sharedsubpage,page,questionnaire,ouwiki,htmlactivity,ouelluminate,dataplus,externalquiz,repeatactivity,dualpane,quiz,glossary,oucollaborate,folder,acumneg,acumg 
1257,166183,GGG,2013J,0,3,27,14,2,4,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,112
1258,166327,FFF,2013B,20,449,413,1816,240,30,0,6,4,16,0,15,10,0,0,2,646,0,0,0,0,3667
1259,166342,DDD,2013B,33,227,150,23,229,48,0,3,0,60,0,23,0,13,0,0,0,1,0,0,111,699
1260,166421,FFF,2013B,24,885,510,916,241,30,0,5,8,9,0,9,0,0,0,2,689,0,0,0,1364,1964
1261,166607,FFF,2014J,0,0,9,14,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,18
1262,166713,DDD,2013B,68,536,608,217,449,167,0,0,0,139,0,4,0,35,0,0,0,0,0,0,117,2106
1263,166988,DDD,2013B,68,101,274,69,242,79,0,1,0,64,0,1,0,23,0,0,0,0,0,0,100,822
1264,167106,FFF,2014B,43,138,350,1543,192,92,0,12,1,8,0,0,13,0,0,0,356,0,11,2,14,2747
1265,167557,FFF,2013B,10,70,90,163,100,22,0,6,0,0,0,0,0,0,0,0,180,0,0,0,16,625
1266,167717,DDD,2013B,14,37,95,64,36,26,0,1,0,6,0,1,0,4,0,0,0,2,0,0,46,240
1267,167759,FFF,2013B,19,291,270,739,239,33,0,10,12,25,0,21,0,0,0,5,363,0,0,0,79,1948
1268,167791,CCC,2014B,2,39,204,403,131,45,0,0,0,0,0,0,0,0,0,0,685,0,0,0,162,1347
1269,167791,EEE,2014B,33,121,194,548,53,30,0,0,0,164,0,0,0,0,0,0,80,0,2,0,33,1192
1270,167906,AAA,2013J,84,282,426,583,125,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,136,1374
1271,167945,DDD,2014J,14,139,97,97,67,50,0,0,0,0,0,0,0,7,0,0,0,1,7,0,129,350
1272,167961,AAA,2014J,101,243,432,1194,127,15,0,0,0,0,0,0,3,0,0,0,0,5,9,0,148,1981
1273,168178,CCC,2014B,4,66,128,227,115,39,0,0,0,0,0,0,0,0,0,0,714,0,0,0,3,1290
1274,168229,FFF,2013J,78,1176,879,2642,611,82,0,17,39,59,0,0,47,0,0,14,1104,0,14,3,229,6536
1275,168243,DDD,2013B,15,24,51,18,32,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,147
1276,168843,DDD,2014J,7,83,144,102,89,23,0,0,0,0,0,0,0,2,0,0,0,15,0,0,19,446
1277,168936,AAA,2013J,17,274,134,267,38,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,745
1278,169008,BBB,2014J,9,62,204,310,45,61,0,0,0,0,0,0,0,0,0,0,199,5,15,0,0,910
1279,169079,DDD,2013J,15,445,527,288,243,94,0,0,0,188,0,0,0,22,0,0,0,1,9,0,193,1639
1280,169213,BBB,2013J,40,1,118,54,37,8,0,0,0,0,0,0,0,0,0,0,74,0,0,0,24,308
1281,169297,CCC,2014J,5,6,65,0,44,28,0,0,0,0,0,0,0,0,0,0,251,0,1,0,1,399
1282,169380,CCC,2014B,4,49,144,23,119,282,0,2,0,0,0,0,0,0,0,0,368,0,2,0,4,989
1283,169400,BBB,2014J,0,0,170,887,52,61,0,0,3,0,0,0,0,0,0,0,33,2,0,0,120,1088
1284,169490,FFF,2013B,24,221,338,1144,295,58,0,4,7,15,0,96,0,0,0,0,545,0,0,0,0,2747
1285,169515,BBB,2013B,6,92,53,0,37,22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,42,170
1286,169555,FFF,2013B,4,9,80,102,52,27,0,2,0,0,0,0,0,0,0,0,1,0,0,0,80,197
1287,169596,FFF,2014J,15,181,223,520,180,22,0,12,8,40,5,0,0,0,0,0,36,0,0,0,77,1165
1288,169700,DDD,2013J,0,0,10,9,9,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,30
1289,169858,FFF,2013B,14,91,117,182,169,131,0,6,1,0,0,53,0,0,0,0,527,5,0,0,22,1274
1290,169894,DDD,2013B,48,138,106,54,68,29,0,0,0,19,0,2,0,5,0,0,0,0,0,0,3,466
1291,169894,DDD,2014J,14,272,125,91,46,26,0,0,0,0,0,0,0,2,0,0,0,0,0,0,97,479
1292,169908,FFF,2013J,6,107,150,177,107,20,0,4,0,0,0,0,0,0,0,0,72,0,0,0,84,559
1293,170025,CCC,2014B,3,1,16,0,9,14,0,0,0,0,0,0,0,0,0,0,31,0,0,0,12,62
1294,170025,DDD,2013B,55,45,127,56,223,71,0,2,0,24,0,1,0,12,0,0,0,1,0,0,66,551
1295,170030,CCC,2014J,4,43,204,40,146,163,0,2,0,0,0,0,0,0,0,0,208,0,0,0,12,798
1296,170030,FFF,2013J,17,69,232,802,236,93,0,6,6,22,0,0,7,0,0,0,446,0,10,3,36,1913
1297,170165,FFF,2013B,24,388,518,1679,265,45,0,8,20,48,0,6,8,0,0,2,796,0,0,0,35,3772
1298,170356,BBB,2013B,10,253,105,0,41,26,0,0,0,0,0,0,0,0,0,0,4,0,0,0,56,383
1299,170864,CCC,2014B,8,2000,890,64,352,86,0,1,0,0,0,0,0,0,0,0,1369,0,4,0,29,4745
1300,170874,FFF,2014J,10,224,300,690,209,22,0,1,0,6,1,0,0,0,0,0,658,0,5,0,116,2010
1301,170936,EEE,2014B,6,23,71,85,42,30,0,0,0,80,0,0,0,0,0,0,2,0,0,0,9,330
1302,170943,FFF,2013J,25,230,375,877,320,154,0,5,19,28,0,0,15,0,0,3,718,0,0,5,100,2674
1303,171304,FFF,2013J,24,138,255,607,225,19,0,15,5,0,0,0,0,0,0,2,68,0,1,0,7,1352
1304,171334,EEE,2014B,15,72,61,141,1,0,0,0,0,0,0,0,0,0,0,0,89,0,1,0,0,380
1305,171549,FFF,2013J,7,205,146,301,106,17,0,6,3,19,0,0,0,0,0,0,243,0,0,0,64,989
1306,171692,FFF,2013J,20,175,273,712,238,45,0,6,0,4,0,0,0,0,0,0,730,0,2,5,45,2165
1307,171692,FFF,2014J,0,7,23,36,37,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,116
1308,171751,BBB,2014B,3,151,49,10,15,11,0,0,0,0,0,0,0,0,0,0,80,0,1,0,0,320
1309,171843,EEE,2014J,43,191,201,419,42,11,0,0,0,154,0,0,0,0,0,0,199,0,0,0,0,1260
1310,171896,CCC,2014B,1,71,58,30,19,11,0,0,0,0,0,0,0,0,0,0,44,0,0,0,17,217
1311,171896,CCC,2014J,1,153,111,416,32,31,0,0,0,0,0,0,0,0,0,0,185,0,5,0,36,898
1312,171896,DDD,2013B,77,648,520,147,299,95,0,6,0,139,0,129,0,22,0,0,0,0,0,0,87,1995
1313,172112,AAA,2013J,133,253,317,1012,200,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,49,1890
1314,172137,BBB,2014B,51,1260,506,36,72,58,0,0,0,0,0,0,0,0,0,0,112,0,0,0,34,2061
1315,172301,CCC,2014B,0,0,9,0,6,2,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,34
1316,172493,FFF,2014J,39,138,478,1931,361,32,0,4,19,21,2,0,21,0,0,2,617,0,6,0,13,3658
1317,172797,AAA,2013J,25,287,451,841,142,29,0,0,0,0,0,0,6,0,0,0,0,1,0,0,136,1646
1318,172965,CCC,2014B,10,10,179,83,201,104,0,4,0,0,0,0,0,0,0,0,616,0,0,0,1,1206
1319,172965,DDD,2014B,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
1320,172965,DDD,2014J,25,442,126,75,268,48,0,0,0,0,0,0,0,11,0,0,0,4,4,0,150,853
1321,173004,DDD,2013B,30,289,352,122,418,50,0,1,0,90,0,3,0,72,0,0,0,0,0,0,154,1273
1322,173004,DDD,2013J,0,60,60,2,19,12,0,0,0,0,0,0,0,1,0,0,0,0,2,0,8,148
1323,173163,BBB,2014J,1,37,147,534,59,26,0,0,0,0,0,0,0,0,0,0,95,0,1,0,0,900
1324,173316,BBB,2013B,21,1107,382,0,60,55,0,0,0,0,0,0,0,0,0,0,78,1,0,0,0,1704
1325,173335,BBB,2013B,9,195,113,1,30,12,0,0,0,0,0,0,0,0,0,0,73,2,0,0,10,425
1326,173341,EEE,2014J,1,8,40,36,5,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,4,92
1327,173370,DDD,2013J,11,536,340,166,129,70,0,0,0,70,0,0,0,13,0,0,0,0,15,0,25,1325
1328,173412,FFF,2013J,29,200,378,904,196,40,0,12,10,33,0,0,0,0,0,12,196,0,3,0,47,1966
1329,173412,FFF,2014J,6,8,121,453,42,4,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,875
1330,173710,EEE,2013J,151,268,595,819,50,20,0,0,0,1003,0,0,0,0,0,4,189,0,1,0,207,2893
1331,173834,EEE,2013J,73,336,481,1006,117,44,0,0,0,137,0,0,0,0,0,5,173,0,6,0,30,2348
1332,174010,EEE,2013J,65,479,393,522,72,10,0,0,0,0,0,0,0,0,0,1,132,0,1,0,169,1506
1333,174024,AAA,2014J,7,2,110,647,35,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,85,727
1334,174094,AAA,2014J,193,85,971,3352,210,28,0,0,0,0,0,0,1,0,0,0,0,0,1,0,603,4238
1335,174222,BBB,2013J,1,469,129,18,12,5,0,0,0,0,0,0,0,0,0,0,66,1,0,0,0,701
1336,174436,FFF,2013B,0,44,15,23,9,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,101
1337,174440,BBB,2013J,5,66,78,0,8,5,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,196
1338,174468,FFF,2013J,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1339,174487,BBB,2013J,13,71,131,17,71,39,0,0,0,0,0,0,0,0,0,0,92,0,0,0,2,432
1340,174745,AAA,2014J,4,238,199,1077,80,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,111,1499
1341,174782,AAA,2013J,181,2988,1304,1536,282,19,0,0,0,0,0,0,5,0,0,0,0,0,3,0,338,5980
1342,174805,FFF,2013B,23,301,194,193,92,11,0,13,3,38,0,6,0,0,0,0,53,0,0,0,97,830
1343,175392,AAA,2013J,125,2097,901,1051,195,72,0,0,0,0,0,0,6,0,0,0,0,0,0,0,486,3961
1344,175447,AAA,2014J,39,1411,616,1590,105,16,0,0,0,0,0,0,1,0,0,0,0,1,0,0,474,3305
1345,175453,FFF,2013J,26,91,160,189,171,12,0,5,0,2,0,0,0,0,0,0,660,0,0,3,21,1298
1346,175490,CCC,2014B,20,153,433,16,272,179,0,5,0,0,0,0,0,0,0,0,1260,0,22,0,242,2118
1347,175638,CCC,2014J,0,11,55,0,24,20,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,267
1348,175772,AAA,2014J,22,1461,602,833,87,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1407,1611
1349,175804,DDD,2014J,3,0,56,20,23,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,47,74
1350,175932,AAA,2013J,28,258,358,1189,162,8,0,0,0,0,0,0,13,0,0,0,0,0,0,0,284,1732
1351,175940,EEE,2014J,9,11,187,412,28,23,0,0,0,115,0,0,0,0,0,0,108,0,7,0,3,897
1352,175991,AAA,2013J,1,13,36,65,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,136
1353,176086,EEE,2013J,10,84,74,113,18,0,0,0,0,0,0,0,0,0,0,3,141,0,0,0,17,426
1354,176092,DDD,2013B,31,284,344,147,189,64,0,2,0,131,0,2,0,7,0,0,0,0,0,0,32,1169
1355,177186,EEE,2014J,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1356,177333,DDD,2013B,28,328,237,93,215,60,0,2,0,47,0,4,0,35,0,0,0,0,0,0,58,991
1357,177354,DDD,2013J,15,149,197,261,137,49,0,0,0,96,0,0,0,16,0,0,0,0,3,0,51,872
1358,177472,EEE,2014J,10,109,80,229,22,3,0,0,0,2,0,0,0,0,0,0,91,0,3,0,0,549
1359,177492,FFF,2014J,57,588,620,1799,405,83,0,12,37,65,7,0,38,0,0,4,692,0,2,0,317,4092
1360,177554,BBB,2014J,0,165,71,50,18,7,0,0,0,0,0,0,0,0,0,0,0,12,3,0,75,251
1361,177568,FFF,2013J,2,57,103,330,99,12,0,2,0,0,0,0,0,0,0,0,414,0,0,1,0,1020
1362,177639,BBB,2013B,4,42,16,1,10,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,50
1363,177781,DDD,2014J,6,80,86,94,35,17,0,0,0,0,0,0,0,2,0,0,0,22,1,0,17,326
1364,177817,DDD,2013B,15,45,109,81,71,27,0,1,0,23,0,0,0,16,0,0,0,0,0,0,90,298
1365,177967,CCC,2014B,19,7,238,25,130,127,0,2,0,0,0,0,0,0,0,0,217,0,0,0,27,738
1366,177981,DDD,2013B,66,505,351,140,439,103,0,1,0,72,0,20,0,36,0,0,0,13,0,0,22,1724
1367,178020,DDD,2013J,45,50,180,293,276,114,0,0,0,27,0,0,0,41,0,0,0,0,0,0,72,954
1368,178072,CCC,2014B,5,38,66,0,33,24,0,0,0,0,0,0,0,0,0,0,55,0,0,0,4,217
1369,178072,CCC,2014J,8,6,85,0,78,40,0,3,0,0,0,0,0,0,0,0,75,0,0,0,0,295
1370,178118,FFF,2013J,4,83,150,200,117,12,0,1,0,0,0,0,0,0,0,0,553,0,0,0,18,1102
1371,178179,FFF,2014B,33,176,391,1412,395,61,0,8,9,15,0,0,8,0,0,0,1177,0,0,4,3,3686
1372,178258,DDD,2014B,14,392,386,114,374,46,0,0,0,292,0,0,0,11,0,0,0,21,21,0,82,1589
1373,178496,CCC,2014B,3,3,71,0,85,28,0,3,0,0,0,0,0,0,0,0,255,0,0,0,9,439
1374,178738,BBB,2013J,13,45,44,1,9,5,0,0,0,0,0,0,0,0,0,0,44,0,0,0,27,134
1375,178935,GGG,2014B,0,2,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1376,178963,BBB,2013J,2,14,26,0,11,10,0,0,0,0,0,0,0,0,0,0,55,0,0,0,7,111
1377,179073,BBB,2014J,2,3,49,72,13,10,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,155
1378,179081,FFF,2014B,6,130,197,490,152,29,0,9,9,18,0,0,0,0,0,0,1546,0,0,1,58,2529
1379,179254,BBB,2013J,1,7,5,0,4,2,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,45
1380,179297,BBB,2014J,0,0,31,43,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1381,179605,BBB,2013B,4,57,35,2,39,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,24,143
1382,179718,DDD,2013J,67,148,253,155,419,95,0,0,0,54,0,0,0,4,0,0,0,0,2,0,219,978
1383,179892,DDD,2013B,106,387,990,163,562,107,0,5,0,389,0,1,0,7,0,0,0,20,0,0,411,2326
1384,179904,CCC,2014B,2,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
1385,179904,DDD,2013J,7,186,106,59,161,45,0,0,0,44,0,0,0,5,0,0,0,6,1,0,0,620
1386,180651,DDD,2013J,52,38,169,60,364,96,0,0,0,103,0,0,0,3,0,0,0,4,1,0,113,777
1387,180667,DDD,2013B,165,607,375,24,398,114,0,0,0,51,0,7,0,24,0,0,0,1,0,0,320,1446
1388,180753,AAA,2013J,54,767,355,679,136,12,0,0,0,0,0,0,9,0,0,0,0,0,0,0,113,1899
1389,180958,DDD,2013B,70,418,972,220,652,132,0,3,0,164,0,5,0,66,0,0,0,83,0,0,129,2656
1390,180974,FFF,2013B,6,105,223,765,87,32,0,10,0,25,0,2,0,0,0,2,0,0,0,0,77,1180
1391,180974,FFF,2013J,44,164,734,1990,340,47,0,26,19,70,0,0,26,0,0,17,1023,0,4,1,136,4369
1392,180976,CCC,2014B,27,1223,715,469,480,168,0,3,0,0,0,0,0,0,0,0,1440,0,0,0,270,4255
1393,181251,GGG,2014J,0,2,8,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2
1394,181316,AAA,2013J,5,151,53,243,27,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,94,393
1395,181508,FFF,2013B,34,76,501,1956,295,49,0,23,22,55,0,6,10,0,0,6,532,0,0,0,198,3367
1396,181719,FFF,2014B,13,160,92,191,63,36,0,3,3,28,0,0,0,0,0,0,111,0,0,0,45,655
1397,181861,CCC,2014J,4,122,304,424,91,39,0,2,0,0,0,0,0,0,0,0,825,0,1,0,28,1784
1398,181992,FFF,2013B,9,56,189,333,158,42,0,2,0,0,0,0,0,0,0,1,603,0,0,0,104,1289
1399,182400,EEE,2014B,25,87,293,809,34,36,0,4,0,0,0,0,0,0,0,0,232,0,3,0,166,1357
1400,182468,FFF,2013B,30,158,273,885,244,24,0,6,12,28,0,0,0,0,0,2,979,0,0,0,62,2579
1401,182661,BBB,2013J,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,26
1402,182824,BBB,2013B,10,57,53,1,26,10,0,0,0,0,0,0,0,0,0,0,82,0,0,0,47,192
1403,182854,CCC,2014J,41,179,226,77,128,85,0,3,0,0,0,0,0,0,0,0,813,0,0,0,5,1547
1404,183057,AAA,2014J,10,195,284,249,69,24,0,0,0,0,0,0,1,0,0,0,0,1,0,0,210,623
1405,183096,AAA,2013J,93,271,393,1027,171,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,256,1719
1406,183287,BBB,2014B,2,87,35,7,3,1,0,0,0,0,0,0,0,0,0,0,27,0,0,0,79,83
1407,183331,CCC,2014B,1,63,24,0,6,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,93
1408,183331,DDD,2014B,11,346,339,106,203,94,0,0,0,101,0,0,0,3,0,0,0,0,4,0,54,1153
1409,183429,FFF,2014B,22,219,164,287,179,15,0,5,0,9,0,0,22,0,0,0,627,0,2,1,0,1552
1410,183714,DDD,2013B,327,573,1256,301,478,183,0,3,0,76,0,33,0,59,0,0,0,0,0,0,79,3210
1411,183806,BBB,2013B,4,94,33,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,135
1412,183947,AAA,2013J,6,291,176,396,57,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,957
1413,184025,DDD,2013J,0,37,22,19,21,3,0,0,0,5,0,0,0,1,0,0,0,0,4,0,0,112
1414,184129,FFF,2013B,5,20,54,62,24,0,0,4,0,2,0,13,0,0,0,0,1,0,0,0,20,165
1415,184137,GGG,2014B,0,0,62,59,19,15,0,0,0,0,0,0,0,0,0,0,82,1,0,0,0,238
1416,184271,AAA,2013J,7,129,296,802,45,13,0,0,0,0,0,0,18,0,0,0,0,1,1,0,98,1214
1417,184409,DDD,2014J,43,1348,644,32,340,121,0,0,0,0,0,0,0,24,0,0,0,1,23,0,394,2182
1418,184473,FFF,2013J,3,289,134,475,92,13,0,1,0,5,0,0,0,0,0,0,451,0,0,2,0,1465
1419,184583,BBB,2014J,0,97,28,20,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,62
1420,184627,FFF,2013J,5,42,47,95,40,5,0,5,4,4,0,0,0,0,0,0,5,0,9,0,9,252
1421,184627,FFF,2014J,3,70,49,179,95,28,0,0,0,0,1,0,0,0,0,0,1,0,7,0,2,431
1422,184720,FFF,2013J,1,48,106,132,52,13,0,3,0,2,0,0,0,0,0,0,84,0,0,0,123,318
1423,184720,FFF,2014J,1,146,140,134,72,13,0,1,0,0,2,0,0,0,0,0,100,0,0,0,36,573
1424,184968,DDD,2013B,24,16,78,74,152,17,0,2,0,33,0,3,0,2,0,0,0,42,0,0,11,432
1425,184972,BBB,2014J,0,63,263,1197,18,89,0,0,7,0,0,0,0,0,0,0,111,2,11,0,2,1759
1426,185021,BBB,2014B,0,41,16,6,9,4,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,101
1427,185024,DDD,2013J,7,44,81,27,31,32,0,0,0,16,0,0,0,1,0,0,0,0,1,0,96,144
1428,185024,DDD,2014J,18,146,149,108,85,24,0,0,0,0,0,0,0,3,0,0,0,35,8,0,68,508
1429,185057,CCC,2014J,6,40,49,100,15,17,0,0,0,0,0,0,0,0,0,0,75,0,0,0,26,276
1430,185057,EEE,2014B,187,1251,787,892,36,33,0,0,0,221,0,0,0,0,0,0,129,0,6,0,596,2946
1431,185127,CCC,2014J,4,45,84,3,41,30,0,3,0,0,0,0,0,0,0,0,184,0,0,0,0,394
1432,185127,DDD,2013J,24,67,118,23,129,37,0,0,0,53,0,0,0,8,0,0,0,0,3,0,12,450
1433,185349,BBB,2013B,15,3693,813,0,54,25,0,0,0,0,0,1,0,0,0,0,98,3,0,0,140,4562
1434,185350,AAA,2014J,0,27,51,121,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,160
1435,185439,AAA,2013J,1,39,75,250,41,16,0,0,0,0,0,0,0,0,0,0,0,1,4,0,105,322
1436,185496,FFF,2013B,33,122,274,1123,268,38,0,9,9,14,0,7,0,0,0,2,732,0,0,0,0,2631
1437,185994,FFF,2014J,27,141,309,1484,171,31,0,9,40,68,3,0,28,0,0,2,451,0,2,0,50,2716
1438,186149,AAA,2013J,81,516,466,897,122,37,0,0,0,0,0,0,4,0,0,0,0,2,11,0,449,1687
1439,186380,FFF,2013B,56,259,805,2243,343,54,0,17,42,25,0,12,22,0,0,5,585,0,0,0,31,4437
1440,186476,EEE,2014B,54,30,255,387,12,23,0,0,0,138,0,0,0,0,0,0,110,0,0,0,19,990
1441,186565,BBB,2014B,19,368,140,16,33,10,0,0,0,0,0,0,0,0,0,0,22,1,0,0,19,590
1442,186670,BBB,2013B,16,44,60,0,38,13,0,0,0,0,0,0,0,0,0,0,61,0,0,0,75,157
1443,186780,BBB,2013B,3,7,8,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
1444,186988,BBB,2013B,26,131,51,1,39,12,0,0,0,0,0,0,0,0,0,0,107,1,0,0,0,368
1445,187100,AAA,2013J,383,3274,2143,2021,711,25,0,0,0,0,0,0,5,0,0,0,0,0,0,0,769,7793
1446,187199,FFF,2013J,10,110,215,656,161,18,0,13,4,4,0,0,9,0,0,0,610,0,1,2,56,1757
1447,187257,BBB,2014B,24,8,112,15,28,13,0,0,0,0,0,0,0,0,0,0,115,0,0,0,2,313
1448,187435,CCC,2014B,8,359,295,54,279,202,0,2,0,0,0,0,0,0,0,0,652,0,0,0,0,1851
1449,187601,BBB,2014B,28,1321,326,64,77,70,0,0,0,0,0,0,0,0,0,0,78,0,0,0,21,1943
1450,187623,DDD,2013B,13,30,136,184,65,33,0,0,0,49,0,3,0,9,0,0,0,0,0,0,3,519
1451,187663,DDD,2014B,4,205,97,279,88,30,0,0,0,15,0,0,0,4,0,0,0,0,2,0,40,684
1452,187793,BBB,2013B,8,1974,635,1,24,4,0,0,0,0,0,0,0,0,0,0,153,18,0,0,24,2793
1453,188026,BBB,2013J,21,122,145,5,59,15,0,0,0,0,0,0,0,0,0,0,77,0,0,0,88,356
1454,188152,BBB,2013B,5,648,488,1,70,35,0,0,0,0,0,0,0,0,0,0,65,2,0,0,27,1287
1455,188251,CCC,2014J,5,10,105,16,44,27,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,603
1456,188260,EEE,2014B,37,53,166,411,83,11,0,0,0,72,0,0,0,0,0,0,84,0,1,0,123,795
1457,188273,CCC,2014J,3,9,84,3,50,120,0,0,0,0,0,0,0,0,0,0,393,0,0,0,94,568
1458,188273,EEE,2013J,43,40,145,495,8,6,0,0,0,137,0,0,0,0,0,0,73,0,5,0,177,775
1459,188278,AAA,2013J,62,330,360,538,136,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,80,1354
1460,188278,AAA,2014J,159,607,768,1262,247,11,0,0,0,0,0,0,7,0,0,0,0,0,2,0,67,2996
1461,188524,FFF,2013J,1,62,35,54,38,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,203
1462,188662,CCC,2014J,4,190,140,78,67,30,0,1,0,0,0,0,0,0,0,0,434,0,0,0,17,927
1463,188662,EEE,2014B,30,291,242,850,24,14,0,2,0,212,0,0,0,0,0,0,153,0,0,0,176,1642
1464,188766,BBB,2014J,2,28,105,162,25,28,0,0,0,0,0,0,0,0,0,0,7,1,14,0,0,372
1465,188875,DDD,2013J,0,71,34,25,43,6,0,0,0,20,0,0,0,4,0,0,0,0,0,0,0,203
1466,189035,BBB,2014B,83,200,431,28,54,23,0,0,0,0,0,0,0,0,0,0,109,5,1,0,105,829
1467,189095,BBB,2013J,38,371,265,16,102,74,0,0,0,0,0,0,0,0,0,0,37,1,0,0,138,766
1468,189117,EEE,2014J,20,197,164,505,5,9,0,0,0,176,0,0,0,0,0,0,65,0,0,0,1,1140
1469,189143,DDD,2014J,9,178,194,159,172,38,0,0,0,0,0,0,0,18,0,0,0,30,36,0,42,792
1470,189178,DDD,2014B,11,906,1203,470,459,60,0,0,0,415,0,0,0,2,0,0,0,0,12,0,79,3459
1471,189428,CCC,2014B,11,8,147,2,73,57,0,1,0,0,0,0,0,0,0,0,416,0,0,0,0,715
1472,189442,DDD,2014B,50,478,481,144,316,70,0,0,0,50,0,0,0,18,0,0,0,1,25,0,203,1430
1473,189624,CCC,2014B,8,131,453,737,348,135,0,3,0,0,0,0,0,0,0,0,1167,0,9,0,110,2881
1474,189624,DDD,2013J,36,329,622,408,386,71,0,0,0,82,0,0,0,9,0,0,0,0,15,0,241,1717
1475,189629,EEE,2013J,12,415,263,393,121,22,0,0,0,224,0,0,0,0,0,2,212,0,6,0,360,1310
1476,189664,GGG,2013J,0,71,134,78,32,21,0,0,0,0,0,0,0,0,0,0,111,0,0,0,17,430
1477,189720,FFF,2013B,6,42,60,208,108,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,437
1478,189879,AAA,2013J,76,410,386,527,123,8,0,0,0,0,0,0,10,0,0,0,0,0,1,0,2,1539
1479,190279,DDD,2014J,332,7847,4391,520,339,134,0,0,0,0,0,0,0,28,0,0,0,15,115,0,1238,12483
1480,190352,BBB,2014B,28,30,65,4,23,18,0,0,0,0,0,0,0,0,0,0,66,0,0,0,1,233
1481,190418,FFF,2014B,54,617,748,3641,524,56,0,22,40,45,0,0,26,0,0,3,885,0,10,2,355,6318
1482,190565,BBB,2014B,12,39,79,33,16,13,0,0,0,0,0,0,0,0,0,0,70,0,0,0,26,236
1483,190653,FFF,2013B,7,218,125,267,80,13,0,4,7,27,0,0,0,0,0,2,111,0,0,0,83,778
1484,190780,CCC,2014J,2,33,30,42,8,4,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,218
1485,190780,EEE,2014J,22,307,296,871,64,32,0,0,0,144,0,0,0,0,0,2,223,0,1,0,0,1962
1486,190910,FFF,2013J,4,64,75,71,66,7,0,13,0,0,0,0,0,0,0,0,5,0,0,0,62,243
1487,190930,FFF,2014B,10,51,111,824,128,18,0,6,3,27,0,0,7,0,0,0,513,0,2,0,1,1699
1488,191000,CCC,2014B,5,0,25,25,2,12,0,0,0,0,0,0,0,0,0,0,26,0,0,0,19,76
1489,191000,EEE,2013J,23,71,136,506,16,193,0,0,0,0,0,0,0,0,0,6,102,0,0,0,283,770
1490,191195,DDD,2013B,23,89,174,44,158,33,0,1,0,21,0,0,0,13,0,0,0,0,0,0,63,493
1491,191269,BBB,2013J,35,449,118,24,82,98,0,0,0,0,0,0,0,0,0,0,79,0,1,0,0,886
1492,191398,DDD,2013B,0,4,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13
