ID,code_module,code_presentation,id_student,date_registration,date_unregistration
9478,CCC,2014B,571129,-29,
9479,CCC,2014B,571233,-25,128
9480,CCC,2014B,571276,-213,-179
9481,CCC,2014B,571365,-28,17
9482,CCC,2014B,571389,-22,39
9483,CCC,2014B,571571,-128,
9484,CCC,2014B,571595,-141,
9485,CCC,2014B,571702,-255,12
9486,CCC,2014B,571776,-281,
9487,CCC,2014B,571992,-161,221
9488,CCC,2014B,572036,-218,
9489,CCC,2014B,572154,-123,-25
9490,CCC,2014B,572241,-298,-60
9491,CCC,2014B,572279,-29,38
9492,CCC,2014B,572303,-136,
9493,CCC,2014B,572382,-269,
9494,CCC,2014B,572401,-78,
9495,CCC,2014B,572438,-269,
9496,CCC,2014B,572570,-24,
9497,CCC,2014B,572854,-29,
9498,CCC,2014B,572891,-137,
9499,CCC,2014B,572909,-263,-59
9500,CCC,2014B,573153,-100,38
9501,CCC,2014B,573166,-62,121
9502,CCC,2014B,573197,-273,69
9503,CCC,2014B,573377,-148,
9504,CCC,2014B,573440,-74,
9505,CCC,2014B,573462,-16,19
9506,CCC,2014B,573558,-95,
9507,CCC,2014B,573662,-246,200
9508,CCC,2014B,573665,-22,-10
9509,CCC,2014B,573696,-185,
9510,CCC,2014B,573697,-115,45
9511,CCC,2014B,573701,-134,
9512,CCC,2014B,574221,-44,
9513,CCC,2014B,574283,-255,
9514,CCC,2014B,574523,-100,25
9515,CCC,2014B,574529,-269,
9516,CCC,2014B,574551,-226,
9517,CCC,2014B,574564,-263,0
9518,CCC,2014B,574580,-141,
9519,CCC,2014B,574663,-22,44
9520,CCC,2014B,574817,-4,
9521,CCC,2014B,574830,-141,27
9522,CCC,2014B,575166,-29,213
9523,CCC,2014B,575287,-268,-2
9524,CCC,2014B,575419,,-24
9525,CCC,2014B,575545,-178,44
9526,CCC,2014B,575703,-24,27
9527,CCC,2014B,575733,-75,
9528,CCC,2014B,575745,-40,
9529,CCC,2014B,575824,-99,
9530,CCC,2014B,575967,-93,
9531,CCC,2014B,576191,-134,
9532,CCC,2014B,576383,-149,
9533,CCC,2014B,576413,-268,
9534,CCC,2014B,576475,-67,
9535,CCC,2014B,576516,-40,
9536,CCC,2014B,576780,-209,
9537,CCC,2014B,576782,-41,
9538,CCC,2014B,577035,-260,
9539,CCC,2014B,577236,-127,
9540,CCC,2014B,577245,-25,
9541,CCC,2014B,577273,-29,
9542,CCC,2014B,577352,-28,
9543,CCC,2014B,577414,-29,
9544,CCC,2014B,577427,-100,126
9545,CCC,2014B,577502,-107,
9546,CCC,2014B,577603,-25,-14
9547,CCC,2014B,577686,-40,
9548,CCC,2014B,577688,-291,-59
9549,CCC,2014B,578034,-107,152
9550,CCC,2014B,578189,-170,
9551,CCC,2014B,578450,-211,
9552,CCC,2014B,578541,-51,44
9553,CCC,2014B,578655,-138,
9554,CCC,2014B,578823,-157,86
9555,CCC,2014B,578850,-123,
9556,CCC,2014B,578958,-36,
9557,CCC,2014B,579027,-136,
9558,CCC,2014B,579321,-170,39
9559,CCC,2014B,579340,-198,47
9560,CCC,2014B,579343,-24,
9561,CCC,2014B,579372,-186,66
9562,CCC,2014B,579550,-54,
9563,CCC,2014B,580477,-161,9
9564,CCC,2014B,580511,-78,200
9565,CCC,2014B,580525,-24,
9566,CCC,2014B,580689,-199,115
9567,CCC,2014B,580722,-24,24
9568,CCC,2014B,580768,-257,89
9569,CCC,2014B,580779,-25,
9570,CCC,2014B,581123,-67,149
9571,CCC,2014B,581328,-260,58
9572,CCC,2014B,581611,-29,
9573,CCC,2014B,581614,-273,
9574,CCC,2014B,581744,-214,107
9575,CCC,2014B,581745,-128,-68
9576,CCC,2014B,582087,-131,
9577,CCC,2014B,582108,-268,
9578,CCC,2014B,582723,-15,16
9579,CCC,2014B,582827,-81,174
9580,CCC,2014B,582879,-51,
9581,CCC,2014B,582950,-29,
9582,CCC,2014B,583032,-155,
9583,CCC,2014B,583051,-172,-26
9584,CCC,2014B,583052,-29,
9585,CCC,2014B,583192,-75,
9586,CCC,2014B,583238,-24,16
9587,CCC,2014B,583906,-17,
9588,CCC,2014B,584077,-260,89
9589,CCC,2014B,584191,-28,
9590,CCC,2014B,584305,-151,-123
9591,CCC,2014B,584446,-257,
9592,CCC,2014B,584468,-54,-1
9593,CCC,2014B,584586,-214,-108
9594,CCC,2014B,584749,-67,-53
9595,CCC,2014B,584756,-246,
9596,CCC,2014B,584771,-193,47
9597,CCC,2014B,584913,-247,-58
9598,CCC,2014B,584940,-17,
9599,CCC,2014B,585011,-137,21
9600,CCC,2014B,585057,-141,
9601,CCC,2014B,585093,-57,
9602,CCC,2014B,585383,-242,
9603,CCC,2014B,585393,-74,
9604,CCC,2014B,585397,-17,
9605,CCC,2014B,585433,-193,13
9606,CCC,2014B,585455,-208,
9607,CCC,2014B,585464,-246,15
9608,CCC,2014B,585681,-246,52
9609,CCC,2014B,585695,-181,
9610,CCC,2014B,585709,-109,
9611,CCC,2014B,585769,-110,33
9612,CCC,2014B,585900,-243,
9613,CCC,2014B,586060,-248,
9614,CCC,2014B,586132,-232,219
9615,CCC,2014B,586436,-61,
9616,CCC,2014B,586473,-164,
9617,CCC,2014B,586476,-156,-53
9618,CCC,2014B,586526,-221,38
9619,CCC,2014B,586716,-130,104
9620,CCC,2014B,586921,-209,41
9621,CCC,2014B,586962,-109,10
9622,CCC,2014B,587122,-137,18
9623,CCC,2014B,587179,-193,-52
9624,CCC,2014B,587585,-28,
9625,CCC,2014B,587621,-236,100
9626,CCC,2014B,587783,-24,
9627,CCC,2014B,587884,-198,12
9628,CCC,2014B,587906,-178,
9629,CCC,2014B,587911,-45,
9630,CCC,2014B,588059,-128,-8
9631,CCC,2014B,588125,-221,26
9632,CCC,2014B,588175,-171,23
9633,CCC,2014B,588219,-236,
9634,CCC,2014B,588274,-178,
9635,CCC,2014B,588402,-28,
9636,CCC,2014B,588430,-226,
9637,CCC,2014B,588460,-235,219
9638,CCC,2014B,588464,-10,132
9639,CCC,2014B,588473,-25,
9640,CCC,2014B,588524,-82,
9641,CCC,2014B,588590,-89,
9642,CCC,2014B,588676,-120,
9643,CCC,2014B,588694,-232,-194
9644,CCC,2014B,588707,-68,
9645,CCC,2014B,588710,-214,40
9646,CCC,2014B,588846,-17,
9647,CCC,2014B,588956,-199,
9648,CCC,2014B,589018,-134,-12
9649,CCC,2014B,589023,-225,-22
9650,CCC,2014B,589108,-181,0
9651,CCC,2014B,589327,-129,180
9652,CCC,2014B,589390,-228,
9653,CCC,2014B,589517,-117,-4
9654,CCC,2014B,589525,-172,
9655,CCC,2014B,589722,-36,48
9656,CCC,2014B,589894,-93,49
9657,CCC,2014B,590072,-134,
9658,CCC,2014B,590626,-46,25
9659,CCC,2014B,590699,-100,-31
9660,CCC,2014B,590744,-204,-54
9661,CCC,2014B,590762,-22,
9662,CCC,2014B,590877,-205,
9663,CCC,2014B,590881,-151,-51
9664,CCC,2014B,590914,-23,
9665,CCC,2014B,590961,-99,128
9666,CCC,2014B,590974,-221,157
9667,CCC,2014B,591375,-204,
9668,CCC,2014B,591388,-218,
9669,CCC,2014B,591566,-218,135
9670,CCC,2014B,591619,-93,62
9671,CCC,2014B,591655,-219,102
9672,CCC,2014B,591719,-206,67
9673,CCC,2014B,591738,-1,33
9674,CCC,2014B,591958,-171,
9675,CCC,2014B,592007,-82,
9676,CCC,2014B,592051,-128,179
9677,CCC,2014B,592093,-165,220
9678,CCC,2014B,592151,-23,
9679,CCC,2014B,592158,-24,226
9680,CCC,2014B,592259,-10,125
9681,CCC,2014B,592284,-198,-197
9682,CCC,2014B,592407,-15,27
9683,CCC,2014B,592429,-205,
9684,CCC,2014B,592437,-210,-40
9685,CCC,2014B,592609,-213,136
9686,CCC,2014B,592684,-214,-25
9687,CCC,2014B,592775,-103,
9688,CCC,2014B,592776,-50,
9689,CCC,2014B,592842,-143,
9690,CCC,2014B,592876,-150,30
9691,CCC,2014B,592939,-113,165
9692,CCC,2014B,592961,-24,
9693,CCC,2014B,592976,-214,
9694,CCC,2014B,593071,-163,162
9695,CCC,2014B,593103,-208,
9696,CCC,2014B,593123,-170,
9697,CCC,2014B,593305,-34,
9698,CCC,2014B,593787,-25,
9699,CCC,2014B,593823,-95,
9700,CCC,2014B,593972,-210,
9701,CCC,2014B,593995,-92,
9702,CCC,2014B,594044,-22,
9703,CCC,2014B,594052,-182,20
9704,CCC,2014B,594111,-172,39
9705,CCC,2014B,594157,-79,
9706,CCC,2014B,594193,-207,
9707,CCC,2014B,594199,-109,25
9708,CCC,2014B,594246,-202,
9709,CCC,2014B,594326,-200,-1
9710,CCC,2014B,594371,-121,
9711,CCC,2014B,594419,-207,-59
9712,CCC,2014B,594851,-131,
9713,CCC,2014B,595164,-204,
9714,CCC,2014B,595182,-134,
9715,CCC,2014B,595189,-143,
9716,CCC,2014B,595324,-141,
9717,CCC,2014B,595356,-141,199
9718,CCC,2014B,595492,-186,
9719,CCC,2014B,595514,-28,221
9720,CCC,2014B,595659,-25,
9721,CCC,2014B,595685,-202,53
9722,CCC,2014B,595781,-193,
9723,CCC,2014B,595797,-82,
9724,CCC,2014B,595847,-138,
9725,CCC,2014B,595986,-200,
9726,CCC,2014B,595992,-199,26
9727,CCC,2014B,596029,-175,-53
9728,CCC,2014B,596035,-156,227
9729,CCC,2014B,596157,-64,
9730,CCC,2014B,596321,-199,41
9731,CCC,2014B,596432,-122,86
9732,CCC,2014B,596699,-115,-63
9733,CCC,2014B,596731,-198,
9734,CCC,2014B,596903,-110,
9735,CCC,2014B,596947,-67,
9736,CCC,2014B,597181,-185,
9737,CCC,2014B,597363,-182,16
9738,CCC,2014B,597403,-139,
9739,CCC,2014B,597560,-154,-108
9740,CCC,2014B,597817,-193,
9741,CCC,2014B,597926,-22,
9742,CCC,2014B,598074,-136,41
9743,CCC,2014B,598113,-23,
9744,CCC,2014B,598321,-50,
9745,CCC,2014B,598662,-178,
9746,CCC,2014B,598666,-179,34
9747,CCC,2014B,598757,-124,-22
9748,CCC,2014B,598860,-68,
9749,CCC,2014B,598924,-150,
9750,CCC,2014B,599263,-123,
9751,CCC,2014B,599275,-15,
9752,CCC,2014B,599341,-46,-23
9753,CCC,2014B,599542,-128,
9754,CCC,2014B,599547,-120,-87
9755,CCC,2014B,599615,-109,
9756,CCC,2014B,599857,-147,
9757,CCC,2014B,599893,-29,
9758,CCC,2014B,599902,-179,47
9759,CCC,2014B,599937,-93,30
9760,CCC,2014B,599942,-172,55
9761,CCC,2014B,599958,-97,
9762,CCC,2014B,599986,-182,-171
9763,CCC,2014B,600073,-15,
9764,CCC,2014B,600094,-179,116
9765,CCC,2014B,600142,-172,
9766,CCC,2014B,600181,-131,219
9767,CCC,2014B,600335,-148,
9768,CCC,2014B,600436,-170,7
9769,CCC,2014B,600509,-182,226
9770,CCC,2014B,600547,-157,96
9771,CCC,2014B,600632,-129,
9772,CCC,2014B,600814,-172,11
9773,CCC,2014B,600859,-161,104
9774,CCC,2014B,600879,-122,-51
9775,CCC,2014B,600938,-120,27
9776,CCC,2014B,600945,-144,
9777,CCC,2014B,600975,-80,65
9778,CCC,2014B,600987,-124,
9779,CCC,2014B,601021,-23,61
9780,CCC,2014B,601175,-136,88
9781,CCC,2014B,601224,-130,
9782,CCC,2014B,601550,-110,
9783,CCC,2014B,601731,-17,
9784,CCC,2014B,601757,-136,31
9785,CCC,2014B,601872,-138,
9786,CCC,2014B,601949,-22,
9787,CCC,2014B,602030,-58,97
9788,CCC,2014B,602042,-40,
9789,CCC,2014B,602107,-22,
9790,CCC,2014B,602133,-156,
9791,CCC,2014B,602150,-50,20
9792,CCC,2014B,602269,-17,
9793,CCC,2014B,602398,-175,
9794,CCC,2014B,602585,-43,40
9795,CCC,2014B,602703,-170,111
9796,CCC,2014B,602718,-163,
9797,CCC,2014B,602891,-41,-1
9798,CCC,2014B,602902,-24,
9799,CCC,2014B,602913,-25,
9800,CCC,2014B,603053,-134,
9801,CCC,2014B,603222,-171,
9802,CCC,2014B,603239,-162,
9803,CCC,2014B,603477,-47,
9804,CCC,2014B,603498,-123,
9805,CCC,2014B,603639,-80,123
9806,CCC,2014B,603791,-22,
9807,CCC,2014B,603832,-165,111
9808,CCC,2014B,603859,-17,
9809,CCC,2014B,603999,-164,-158
9810,CCC,2014B,604078,-169,-52
9811,CCC,2014B,604164,-29,136
9812,CCC,2014B,604480,,-168
9813,CCC,2014B,604517,-46,
9814,CCC,2014B,604559,-165,-52
9815,CCC,2014B,604571,-29,
9816,CCC,2014B,604643,-46,0
9817,CCC,2014B,604655,-165,
9818,CCC,2014B,604665,-113,0
9819,CCC,2014B,604723,-115,
9820,CCC,2014B,604906,-161,24
9821,CCC,2014B,604997,-27,
9822,CCC,2014B,605130,-100,-25
9823,CCC,2014B,605144,-151,
9824,CCC,2014B,605180,-151,90
9825,CCC,2014B,605266,-163,
9826,CCC,2014B,605571,-18,
9827,CCC,2014B,605688,-36,
9828,CCC,2014B,605703,-46,
9829,CCC,2014B,605926,-162,-145
9830,CCC,2014B,606025,-50,0
9831,CCC,2014B,606127,-109,18
9832,CCC,2014B,606205,-116,-59
9833,CCC,2014B,606206,-140,
9834,CCC,2014B,606282,-161,
9835,CCC,2014B,606300,-146,-59
9836,CCC,2014B,606350,-15,
9837,CCC,2014B,606417,-157,-105
9838,CCC,2014B,606444,-22,
9839,CCC,2014B,606663,-156,-51
9840,CCC,2014B,606665,-27,
9841,CCC,2014B,606724,-149,
9842,CCC,2014B,606828,-82,
9843,CCC,2014B,606930,-155,73
9844,CCC,2014B,607052,-24,
9845,CCC,2014B,607060,-124,-58
9846,CCC,2014B,607061,-40,
9847,CCC,2014B,607063,-140,-72
9848,CCC,2014B,607411,-96,35
9849,CCC,2014B,607413,-93,-46
9850,CCC,2014B,607442,-155,-89
9851,CCC,2014B,607453,-99,-74
9852,CCC,2014B,607609,-121,-58
9853,CCC,2014B,607636,-28,
9854,CCC,2014B,607703,,-156
9855,CCC,2014B,607835,-155,
9856,CCC,2014B,607896,-118,-105
9857,CCC,2014B,607927,-155,
9858,CCC,2014B,607966,-128,116
9859,CCC,2014B,608130,-149,101
9860,CCC,2014B,608152,-108,
9861,CCC,2014B,608243,-154,
9862,CCC,2014B,608464,-40,
9863,CCC,2014B,608472,-44,
9864,CCC,2014B,608504,-22,150
9865,CCC,2014B,608549,-154,-53
9866,CCC,2014B,608577,-43,205
9867,CCC,2014B,608643,-151,17
9868,CCC,2014B,608735,-28,
9869,CCC,2014B,608750,-22,7
9870,CCC,2014B,608753,-122,
9871,CCC,2014B,608904,-103,
9872,CCC,2014B,608923,-151,-11
9873,CCC,2014B,609025,-149,149
9874,CCC,2014B,609045,-108,
9875,CCC,2014B,609192,-28,179
9876,CCC,2014B,609229,-25,
9877,CCC,2014B,609241,-25,-12
9878,CCC,2014B,609383,-22,26
9879,CCC,2014B,609450,-43,24
9880,CCC,2014B,609489,-17,80
9881,CCC,2014B,609515,-78,
9882,CCC,2014B,609602,-107,
9883,CCC,2014B,609605,-100,-72
9884,CCC,2014B,609645,-27,
9885,CCC,2014B,609828,-129,-1
9886,CCC,2014B,610099,-148,
9887,CCC,2014B,610158,-144,124
9888,CCC,2014B,610234,-109,-24
9889,CCC,2014B,610287,-61,198
9890,CCC,2014B,610391,-93,
9891,CCC,2014B,610575,-103,
9892,CCC,2014B,610577,-22,
9893,CCC,2014B,610718,-23,
9894,CCC,2014B,610831,-148,69
9895,CCC,2014B,611062,-17,
9896,CCC,2014B,611176,-17,
9897,CCC,2014B,611260,-47,
9898,CCC,2014B,611402,-12,
9899,CCC,2014B,611750,-75,-12
9900,CCC,2014B,611865,-141,134
9901,CCC,2014B,612023,-45,
9902,CCC,2014B,612119,-100,
9903,CCC,2014B,612124,-143,-19
9904,CCC,2014B,612287,-121,54
9905,CCC,2014B,612381,-110,110
9906,CCC,2014B,612397,-143,25
9907,CCC,2014B,612644,-74,
9908,CCC,2014B,612673,-100,
9909,CCC,2014B,612805,-141,0
9910,CCC,2014B,612814,-57,
9911,CCC,2014B,612822,-141,-60
9912,CCC,2014B,612860,-141,-24
9913,CCC,2014B,612882,-17,
9914,CCC,2014B,613116,-137,
9915,CCC,2014B,613120,-28,-1
9916,CCC,2014B,613133,-17,
9917,CCC,2014B,613280,-90,27
9918,CCC,2014B,613310,-96,
9919,CCC,2014B,613387,-40,
9920,CCC,2014B,613390,-132,-63
9921,CCC,2014B,613417,-25,
9922,CCC,2014B,613441,-137,-12
9923,CCC,2014B,613447,-137,-40
9924,CCC,2014B,613461,-51,
9925,CCC,2014B,613501,-134,
9926,CCC,2014B,613873,-109,-75
9927,CCC,2014B,614059,-17,
9928,CCC,2014B,614263,-122,
9929,CCC,2014B,614265,-81,-53
9930,CCC,2014B,614345,-124,26
9931,CCC,2014B,614477,-133,
9932,CCC,2014B,614733,-72,52
9933,CCC,2014B,614804,-28,157
9934,CCC,2014B,614844,-93,
9935,CCC,2014B,614952,-68,72
9936,CCC,2014B,615031,-89,
9937,CCC,2014B,615229,-120,
9938,CCC,2014B,615246,-41,
9939,CCC,2014B,615249,-29,
9940,CCC,2014B,615321,-40,53
9941,CCC,2014B,615407,-118,
9942,CCC,2014B,615437,-64,
9943,CCC,2014B,616333,-52,
9944,CCC,2014B,616334,-123,
9945,CCC,2014B,616407,-34,97
9946,CCC,2014B,616439,-52,-16
9947,CCC,2014B,616831,-128,
9948,CCC,2014B,617186,-72,
9949,CCC,2014B,617307,-121,-45
9950,CCC,2014B,617331,-22,
9951,CCC,2014B,617348,-51,
9952,CCC,2014B,617355,-97,
9953,CCC,2014B,617365,-71,
9954,CCC,2014B,617416,-72,
9955,CCC,2014B,617781,-57,
9956,CCC,2014B,617898,-57,130
9957,CCC,2014B,617925,-113,11
9958,CCC,2014B,617942,-45,187
9959,CCC,2014B,618002,-12,
9960,CCC,2014B,618078,-17,12
9961,CCC,2014B,618096,-74,
9962,CCC,2014B,618129,-114,
9963,CCC,2014B,618171,-120,-12
9964,CCC,2014B,618279,-120,51
9965,CCC,2014B,618514,-118,-65
9966,CCC,2014B,618571,-118,
9967,CCC,2014B,618590,-53,-46
9968,CCC,2014B,618606,-117,26
9969,CCC,2014B,618619,-23,30
9970,CCC,2014B,618649,-86,-54
9971,CCC,2014B,618665,-68,
9972,CCC,2014B,618679,-66,178
9973,CCC,2014B,618744,-117,-73
9974,CCC,2014B,618824,-79,
9975,CCC,2014B,618861,-23,20
9976,CCC,2014B,619006,-113,44
9977,CCC,2014B,619014,-114,
9978,CCC,2014B,619303,-81,
9979,CCC,2014B,619447,-53,
9980,CCC,2014B,619524,-78,-12
9981,CCC,2014B,619870,-95,
9982,CCC,2014B,620148,-22,
9983,CCC,2014B,620215,-82,25
9984,CCC,2014B,620243,-86,-54
9985,CCC,2014B,620266,-28,
9986,CCC,2014B,620320,-109,-85
9987,CCC,2014B,620356,-52,3
9988,CCC,2014B,620368,-78,
9989,CCC,2014B,620369,-72,226
9990,CCC,2014B,620376,-78,4
9991,CCC,2014B,620440,-61,
9992,CCC,2014B,620485,-78,95
9993,CCC,2014B,620646,-93,
9994,CCC,2014B,620713,-95,221
9995,CCC,2014B,620876,-103,
9996,CCC,2014B,620897,-22,214
9997,CCC,2014B,620918,-106,55
9998,CCC,2014B,620935,-54,0
9999,CCC,2014B,620974,-74,184
10000,CCC,2014B,620977,-45,101
10001,CCC,2014B,621300,-106,-73
10002,CCC,2014B,621401,-92,
10003,CCC,2014B,621619,-29,0
10004,CCC,2014B,621655,-78,34
10005,CCC,2014B,621656,-99,
10006,CCC,2014B,621696,-99,-52
10007,CCC,2014B,621807,-104,-1
10008,CCC,2014B,622015,-29,-3
10009,CCC,2014B,622130,-57,-43
10010,CCC,2014B,622215,-101,
10011,CCC,2014B,622302,-71,
10012,CCC,2014B,622368,-100,
10013,CCC,2014B,622386,-25,
10014,CCC,2014B,622398,-45,3
10015,CCC,2014B,622430,-95,-92
10016,CCC,2014B,622652,-80,
10017,CCC,2014B,622753,-45,
10018,CCC,2014B,622773,-95,
10019,CCC,2014B,622787,-22,
10020,CCC,2014B,622804,-28,150
10021,CCC,2014B,622897,-93,-72
10022,CCC,2014B,622948,-24,164
10023,CCC,2014B,623052,-44,
10024,CCC,2014B,623190,-96,-50
10025,CCC,2014B,623250,-53,
10026,CCC,2014B,623290,-34,
10027,CCC,2014B,623347,-88,
10028,CCC,2014B,623421,-95,
10029,CCC,2014B,623456,-43,
10030,CCC,2014B,623511,-28,-9
10031,CCC,2014B,623562,-92,
10032,CCC,2014B,623605,-62,
10033,CCC,2014B,623609,-90,
10034,CCC,2014B,623619,-93,-42
10035,CCC,2014B,623667,-82,
10036,CCC,2014B,623707,-57,59
10037,CCC,2014B,623732,-22,
10038,CCC,2014B,623738,-59,10
10039,CCC,2014B,623780,-68,
10040,CCC,2014B,623786,-45,12
10041,CCC,2014B,623797,-80,
10042,CCC,2014B,624039,-79,
10043,CCC,2014B,624060,-67,185
10044,CCC,2014B,624126,-89,33
10045,CCC,2014B,624127,-25,
10046,CCC,2014B,624134,-89,
10047,CCC,2014B,624164,-86,
10048,CCC,2014B,624354,-82,-56
10049,CCC,2014B,624441,-10,
10050,CCC,2014B,624445,-45,
10051,CCC,2014B,624483,-72,
10052,CCC,2014B,624591,-82,
10053,CCC,2014B,624593,-67,5
10054,CCC,2014B,624765,-22,66
10055,CCC,2014B,624782,-53,
10056,CCC,2014B,624810,-23,
10057,CCC,2014B,624875,-57,
10058,CCC,2014B,624970,-45,
10059,CCC,2014B,625014,-23,
10060,CCC,2014B,625028,-57,
10061,CCC,2014B,625077,-40,
10062,CCC,2014B,625078,-29,121
10063,CCC,2014B,625108,-29,
10064,CCC,2014B,625121,-22,0
10065,CCC,2014B,625128,-82,
10066,CCC,2014B,625207,-52,23
10067,CCC,2014B,625213,-82,18
10068,CCC,2014B,625267,-78,-12
10069,CCC,2014B,625330,-74,
10070,CCC,2014B,625423,-59,101
10071,CCC,2014B,625453,-45,
10072,CCC,2014B,625476,-80,200
10073,CCC,2014B,625517,-75,38
10074,CCC,2014B,625527,-72,212
10075,CCC,2014B,625552,-62,
10076,CCC,2014B,625568,-75,-74
10077,CCC,2014B,625574,-81,
10078,CCC,2014B,625614,-78,125
10079,CCC,2014B,625684,-80,
10080,CCC,2014B,625714,-74,
10081,CCC,2014B,625740,-52,
10082,CCC,2014B,625745,-45,
10083,CCC,2014B,625774,-51,-12
10084,CCC,2014B,625782,-78,
10085,CCC,2014B,625785,-64,-25
10086,CCC,2014B,625790,-79,35
10087,CCC,2014B,625793,-27,-1
10088,CCC,2014B,625822,-34,
10089,CCC,2014B,625838,-22,
10090,CCC,2014B,625841,-78,
10091,CCC,2014B,625884,-80,-60
10092,CCC,2014B,625950,-75,19
10093,CCC,2014B,625953,-15,142
10094,CCC,2014B,625975,-75,
10095,CCC,2014B,626055,-22,
10096,CCC,2014B,626173,-71,12
10097,CCC,2014B,626183,-78,
10098,CCC,2014B,626252,-25,
10099,CCC,2014B,626296,-74,-47
10100,CCC,2014B,626349,-65,-51
10101,CCC,2014B,626417,-28,67
10102,CCC,2014B,626438,-67,0
10103,CCC,2014B,626444,-29,65
10104,CCC,2014B,626469,-68,-30
10105,CCC,2014B,626501,-75,
10106,CCC,2014B,626516,-75,
10107,CCC,2014B,626518,-75,-3
10108,CCC,2014B,626614,-27,
10109,CCC,2014B,626625,-40,-23
10110,CCC,2014B,626712,-22,81
10111,CCC,2014B,626714,-74,
10112,CCC,2014B,626763,-72,
10113,CCC,2014B,626772,-65,-8
10114,CCC,2014B,626857,-8,
10115,CCC,2014B,626862,-29,
10116,CCC,2014B,626877,-62,
10117,CCC,2014B,626906,-51,
10118,CCC,2014B,626930,-27,180
10119,CCC,2014B,626998,-28,
10120,CCC,2014B,627066,-25,
10121,CCC,2014B,627136,-25,
10122,CCC,2014B,627160,-71,17
10123,CCC,2014B,627168,-69,88
10124,CCC,2014B,627176,-64,12
10125,CCC,2014B,627253,-45,
10126,CCC,2014B,627307,-45,12
10127,CCC,2014B,627343,-61,
10128,CCC,2014B,627348,-71,
10129,CCC,2014B,627374,-71,
10130,CCC,2014B,627386,-25,
10131,CCC,2014B,627387,-45,
10132,CCC,2014B,627395,-65,-19
10133,CCC,2014B,627399,-66,
10134,CCC,2014B,627435,-53,72
10135,CCC,2014B,627500,-45,209
10136,CCC,2014B,627516,-28,-23
10137,CCC,2014B,627520,-24,51
10138,CCC,2014B,627632,-68,0
10139,CCC,2014B,627635,-40,
10140,CCC,2014B,627636,-68,9
10141,CCC,2014B,627691,-66,
10142,CCC,2014B,627711,-61,144
10143,CCC,2014B,627747,-40,
10144,CCC,2014B,627750,-51,
10145,CCC,2014B,627784,-28,144
10146,CCC,2014B,627907,-60,20
10147,CCC,2014B,627933,-43,
10148,CCC,2014B,627947,-67,37
10149,CCC,2014B,628022,-52,0
10150,CCC,2014B,628029,-28,227
10151,CCC,2014B,628053,-29,
10152,CCC,2014B,628086,-54,
10153,CCC,2014B,628090,-29,
10154,CCC,2014B,628122,-22,
10155,CCC,2014B,628141,-45,-22
10156,CCC,2014B,628157,-66,
10157,CCC,2014B,628214,-52,32
10158,CCC,2014B,628293,-17,
10159,CCC,2014B,628366,-57,46
10160,CCC,2014B,628383,-34,
10161,CCC,2014B,628506,-36,
10162,CCC,2014B,628527,-44,97
10163,CCC,2014B,628565,-29,128
10164,CCC,2014B,628575,-50,
10165,CCC,2014B,628663,-25,
10166,CCC,2014B,628677,-43,-25
10167,CCC,2014B,628718,-45,-25
10168,CCC,2014B,628725,-57,12
10169,CCC,2014B,628771,-61,150
10170,CCC,2014B,628803,-61,-45
10171,CCC,2014B,628846,-29,12
10172,CCC,2014B,628938,-60,20
10173,CCC,2014B,628993,-54,-46
10174,CCC,2014B,629081,-45,
10175,CCC,2014B,629164,-50,
10176,CCC,2014B,629209,-29,-26
10177,CCC,2014B,629270,-22,
10178,CCC,2014B,629342,-36,223
10179,CCC,2014B,629445,-27,-18
10180,CCC,2014B,629500,-52,69
10181,CCC,2014B,629560,-53,24
10182,CCC,2014B,629601,-28,-25
10183,CCC,2014B,629613,-34,
10184,CCC,2014B,629623,-54,0
10185,CCC,2014B,629628,-28,44
10186,CCC,2014B,629632,-54,-17
10187,CCC,2014B,629654,-41,
10188,CCC,2014B,629692,-29,7
10189,CCC,2014B,629694,-54,
10190,CCC,2014B,629696,-28,146
10191,CCC,2014B,629710,-45,
10192,CCC,2014B,629766,-52,
10193,CCC,2014B,629773,-22,103
10194,CCC,2014B,629798,-44,199
10195,CCC,2014B,629862,-51,
10196,CCC,2014B,629887,-22,0
10197,CCC,2014B,629890,-34,
10198,CCC,2014B,629893,-51,0
10199,CCC,2014B,629906,-51,26
10200,CCC,2014B,629936,-15,
10201,CCC,2014B,630005,-43,131
10202,CCC,2014B,630012,-44,
10203,CCC,2014B,630047,-50,
10204,CCC,2014B,630086,-47,
10205,CCC,2014B,630152,-15,
10206,CCC,2014B,630157,-45,
10207,CCC,2014B,630178,-52,
10208,CCC,2014B,630200,-23,109
10209,CCC,2014B,630211,-22,
10210,CCC,2014B,630449,-50,
10211,CCC,2014B,630471,-45,
10212,CCC,2014B,630514,-50,0
10213,CCC,2014B,630531,-50,5
10214,CCC,2014B,630540,-28,209
10215,CCC,2014B,630573,-22,110
10216,CCC,2014B,630585,-25,
10217,CCC,2014B,630606,-43,
10218,CCC,2014B,630613,-34,
10219,CCC,2014B,630635,-34,
10220,CCC,2014B,630657,-39,26
10221,CCC,2014B,630730,-45,
10222,CCC,2014B,630825,-25,
10223,CCC,2014B,630888,-45,56
10224,CCC,2014B,630896,-45,
10225,CCC,2014B,630912,-43,
10226,CCC,2014B,631038,-29,7
